model_name,query_id,query_text,rank,retrieved_doc_id_internal,retrieved_original_ticket_id,retrieved_subject,score,is_self_retrieval
sentence-t5-base,6447,Unexpected drop in digital marketing campaign engagement,3,7172,7172,Marketing Firm Noticing Drop in Engagement Indicators Lately,0.9273237,False
sentence-t5-base,6452,Project data vanished possibly from sync issues,1,7381,7381,Problem with Project Data Suddenly Vanishing Today,0.9525455,False
sentence-t5-base,6452,Project data vanished possibly from sync issues,2,10530,10530,Problem with Project Data Vanishing Today,0.94877183,False
sentence-t5-base,6452,Project data vanished possibly from sync issues,3,3582,3582,Project Data Vanished Unexpectedly,0.92946255,False
sentence-t5-base,6749,Application crashing during peak usage hours,1,6749,6749,Problem with Application Crashing During Peak Usage,0.9164458,True
sentence-t5-base,6749,Application crashing during peak usage hours,2,152,152,Support Needed for Application Crashes,0.9147489,False
sentence-t5-base,6749,Application crashing during peak usage hours,3,3742,3742,Report on Frequent Application Crashes During Peak Usage,0.9066079,False
sentence-t5-base,6982,Frequent system crashes possibly from resource overload,1,3466,3466,Multiple Crashes Caused by System Overload,0.93653727,False
sentence-t5-base,6982,Frequent system crashes possibly from resource overload,2,6365,6365,Issues with Software Crashes Amid System Overload,0.92233384,False
sentence-t5-base,6982,Frequent system crashes possibly from resource overload,3,2175,2175,Issues with software crashes due to system overload,0.91403025,False
sentence-t5-base,7017,Project management software system requirements inquiry,1,10858,10858,Project Management SaaS System Requirements,0.93918574,False
sentence-t5-base,7017,Project management software system requirements inquiry,2,8038,8038,Details on System Requirements for Project Management SaaS,0.93593746,False
sentence-t5-base,7017,Project management software system requirements inquiry,3,847,847,Inquiry on System Requirements,0.9358181,False
sentence-t5-base,7227,Medical data access denied possibly from malware,1,7227,7227,Access to Medical Data Denied Today,0.9342675,True
sentence-t5-base,7227,Medical data access denied possibly from malware,2,7096,7096,Medical Data Access Rejected Today,0.91878307,False
sentence-t5-base,7227,Medical data access denied possibly from malware,3,10695,10695,Assistance with Security Matter,0.9159007,False
sentence-t5-base,7352,Request for UI update to improve navigation experience,1,5713,5713,Enhance User Interface,0.9332492,False
sentence-t5-base,7352,Request for UI update to improve navigation experience,2,1426,1426,Enhancement,0.92765456,False
sentence-t5-base,7352,Request for UI update to improve navigation experience,3,1928,1928,Enhance User Interface for Improved Navigation and User Experience,0.925022,False
sentence-t5-base,7419,Digital campaign underperformance from inconsistent tracking,1,9619,9619,Campaign Performance Below Expectations,0.9241191,False
sentence-t5-base,7419,Digital campaign underperformance from inconsistent tracking,2,1242,1242,Report on Campaign Anomalies,0.9198729,False
sentence-t5-base,7419,Digital campaign underperformance from inconsistent tracking,3,9422,9422,Subpar Performance of Digital Campaigns,0.9193297,False
sentence-t5-base,7584,Medical data security services details request,1,6525,6525,Medical Data Security Services,0.93432814,False
sentence-t5-base,7584,Medical data security services details request,2,1976,1976,Request for Information on Securing Medical Data Services for Healthcare Providers,0.9330529,False
sentence-t5-base,7584,Medical data security services details request,3,380,380,Request for Services on Securing Medical Data in Hospital Systems,0.93302184,False
sentence-t5-base,7745,Elasticsearch periodic failures after update on Mac Mini,1,7745,7745,Elasticsearch Update Resulting in Periodic Failures,0.9462888,True
sentence-t5-base,7745,Elasticsearch periodic failures after update on Mac Mini,2,2273,2273,Elasticsearch Update Resulting in Sporadic Failures,0.9392258,False
sentence-t5-base,7745,Elasticsearch periodic failures after update on Mac Mini,3,9555,9555,Elasticsearch Update Leading to Frequent Malfunctioning,0.93253773,False
sentence-t5-base,7766,Medical data encryption failure on iMac,1,1346,1346,Problem with Macbook Air,0.9486868,False
sentence-t5-base,7766,Medical data encryption failure on iMac,2,1253,1253,Encountered Issues with Medical Data Encryption,0.9059129,False
sentence-t5-base,7766,Medical data encryption failure on iMac,3,2405,2405,Data Encryption Encountered Problems on MacBook Pro Unexpectedly,0.9052988,False
sentence-t5-base,7942,Decline in digital campaign engagement despite adjustments,1,10726,10726,Concerns Regarding Decreasing Engagement Rates in Digital Campaigns Due to Algorithm Changes and Ineffective Targeting,0.93373084,False
sentence-t5-base,7942,Decline in digital campaign engagement despite adjustments,2,5821,5821,Concerns Regarding Declining Engagement Rates in Digital Campaigns Due to Algorithm Changes and Ineffective Targeting,0.93252176,False
sentence-t5-base,7942,Decline in digital campaign engagement despite adjustments,3,2553,2553,Decline in Digital Ad Engagement,0.9312757,False
sentence-t5-base,7993,Connectivity issues with SaaS project management tool,1,10614,10614,Problem with Connectivity of SaaS Project Management Tools,0.95448935,False
sentence-t5-base,7993,Connectivity issues with SaaS project management tool,2,7945,7945,Concerns with Project Management SaaS Platform,0.948178,False
sentence-t5-base,7993,Connectivity issues with SaaS project management tool,3,2164,2164,Concerns Regarding Project Management SaaS Solution,0.9468579,False
sentence-t5-base,7994,Unauthorized access attempts to health records networks,1,7994,7994,Unapproved access bids to health records networks,0.9249822,True
sentence-t5-base,7994,Unauthorized access attempts to health records networks,2,6672,6672,Unapproved entry into medical data networks,0.908668,False
sentence-t5-base,7994,Unauthorized access attempts to health records networks,3,1945,1945,Detected Unauthorized Access Attempt on Hospital Systems,0.90670234,False
sentence-t5-base,8002,Unauthorized access incident to medical data,1,6496,6496,Incident Report: Unauthorized Access Identified,0.940291,False
sentence-t5-base,8002,Unauthorized access incident to medical data,2,2074,2074,Concerning Data Security Incident,0.9322059,False
sentence-t5-base,8002,Unauthorized access incident to medical data,3,3169,3169,Unauthorised Entry into Medical Systems,0.9299323,False
sentence-t5-base,8137,Medical data security measures inquiry for Oracle Database,1,9091,9091,Details on Securing Medical Data with Oracle Database 19c,0.9467088,False
sentence-t5-base,8137,Medical data security measures inquiry for Oracle Database,2,7716,7716,Best Practices for Securing Medical Data in Oracle Database 19c,0.9466069,False
sentence-t5-base,8137,Medical data security measures inquiry for Oracle Database,3,8137,8137,Medical Data Security Inquiry,0.9455777,True
sentence-t5-base,8231,Software crashing and generating errors after updates,1,2395,2395,Problem with Software Crash,0.92791075,False
sentence-t5-base,8231,Software crashing and generating errors after updates,2,93,93,Problem with Software Updates Today,0.92285615,False
sentence-t5-base,8231,Software crashing and generating errors after updates,3,1220,1220,Issue with Software Crashes,0.91732883,False
sentence-t5-base,8355,Website analytics tool malfunction due to integration issue,1,8355,8355,Problems with the website analytics tool not functioning properly,0.9326692,True
sentence-t5-base,8355,Website analytics tool malfunction due to integration issue,2,9450,9450,Issue with investment data analytics tool due to software integration error,0.9250387,False
sentence-t5-base,8355,Website analytics tool malfunction due to integration issue,3,3052,3052,Problem with Website Analytics Tracking Tool,0.91682446,False
sentence-t5-base,8399,Digital brand expansion techniques inquiry,1,6208,6208,Digital Strategies for Enhancing Brand Expansion Products,0.9539511,False
sentence-t5-base,8399,Digital brand expansion techniques inquiry,2,4190,4190,Digital Strategies to Enhance Brand Expansion,0.95019674,False
sentence-t5-base,8399,Digital brand expansion techniques inquiry,3,2450,2450,Accelerate Brand Expansion Currently,0.9473555,False
sentence-t5-base,8683,Securing medical data in PostgreSQL for hospital environment,1,8683,8683,Guide on Securing Medical Data in PostgreSQL for Hospital Environment,0.9553044,True
sentence-t5-base,8683,Securing medical data in PostgreSQL for hospital environment,2,8013,8013,Efficiently Securing Medical Data in a Hospital Environment,0.94826794,False
sentence-t5-base,8683,Securing medical data in PostgreSQL for hospital environment,3,6832,6832,Advice on Securing Medical Data in PostgreSQL 13,0.94774276,False
sentence-t5-base,8714,Multiple tools malfunctioning after recent update,1,8714,8714,Multiple Tools Malfunctioning Post Update,0.9226965,True
sentence-t5-base,8714,Multiple tools malfunctioning after recent update,2,10465,10465,Tools Malfunction Possible Software Conflict,0.9127593,False
sentence-t5-base,8714,Multiple tools malfunctioning after recent update,3,4355,4355,Problem Concerning Integration Tools,0.90692973,False
sentence-t5-base,8735,Digital strategies for tech product brand growth,1,6273,6273,Strategies for Tech Brand Growth in Digital Space,0.95896375,False
sentence-t5-base,8735,Digital strategies for tech product brand growth,2,8554,8554,Strategies for Digital Brand Growth in Tech Products,0.95705414,False
sentence-t5-base,8735,Digital strategies for tech product brand growth,3,9715,9715,Digital Strategies for Enhancing Tech Product Brand Growth,0.9540597,False
sentence-t5-base,8777,Delayed investment analysis results from data integration issues,1,4054,4054,Concerning Investment Analysis Delays,0.96002764,False
sentence-t5-base,8777,Delayed investment analysis results from data integration issues,2,8777,8777,Update on Investment Analysis Results,0.9560379,True
sentence-t5-base,8777,Delayed investment analysis results from data integration issues,3,2924,2924,unexpected delay in investment analysis,0.91790676,False
sentence-t5-base,8854,Investment predictions failed due to data processing errors,1,9511,9511,Failed Investment Predictions,0.9508016,False
sentence-t5-base,8854,Investment predictions failed due to data processing errors,2,2893,2893,Failure in Investment Forecasting Model,0.9434582,False
sentence-t5-base,8854,Investment predictions failed due to data processing errors,3,9367,9367,Investment Model Failure,0.93995243,False
sentence-t5-base,8884,Request to enhance medical data security protocols,1,4029,4029,Security Data Protection,0.9785471,False
sentence-t5-base,8884,Request to enhance medical data security protocols,2,7821,7821,Data Protection Security,0.97429,False
sentence-t5-base,8884,Request to enhance medical data security protocols,3,4409,4409,Security Enhancement,0.965921,False
sentence-t5-base,9004,Update billing details for marketing firm,1,4108,4108,Update Billing Information,0.94902337,False
sentence-t5-base,9004,Update billing details for marketing firm,2,9347,9347,Request for Updating Billing Information for Marketing Services,0.9294008,False
sentence-t5-base,9004,Update billing details for marketing firm,3,4593,4593,Update Information for Marketing Firm,0.92675865,False
sentence-t5-base,9134,Campaign analytics dashboard failure from outdated Ruby version,1,9134,9134,campaign analytics dashboard encountered a problem,0.9621968,True
sentence-t5-base,9134,Campaign analytics dashboard failure from outdated Ruby version,2,9265,9265,Campaign analytics dashboard encountered a problem,0.9608116,False
sentence-t5-base,9134,Campaign analytics dashboard failure from outdated Ruby version,3,3500,3500,Problem Related to Campaign Type Error,0.8957156,False
sentence-t5-base,9252,Elasticsearch 7.13 integration details for SaaS project management,1,2620,2620,Details on Integrating Elasticsearch 7.13 for SaaS Project Management,0.92280304,False
sentence-t5-base,9252,Elasticsearch 7.13 integration details for SaaS project management,2,9252,9252,Details for Integrating Elasticsearch 7.13 SaaS Project Management,0.9206569,True
sentence-t5-base,9252,Elasticsearch 7.13 integration details for SaaS project management,3,4891,4891,Information on Integrating Elasticsearch for Project Management,0.91723454,False
sentence-t5-base,9316,Intermittent connectivity issues across multiple products,1,5336,5336,Report on Network Problems,0.9055841,False
sentence-t5-base,9316,Intermittent connectivity issues across multiple products,2,10265,10265,Problems with Network Connectivity,0.90307677,False
sentence-t5-base,9316,Intermittent connectivity issues across multiple products,3,3157,3157,Problems with Router Connection,0.89940786,False
sentence-t5-base,9420,Marketing agency website downtime from possible server overload,1,9888,9888,Server Downtime,0.9356667,False
sentence-t5-base,9420,Marketing agency website downtime from possible server overload,2,9420,9420,Concern About Website Downtime,0.9271765,True
sentence-t5-base,9420,Marketing agency website downtime from possible server overload,3,6506,6506,Report Website Downtime Issue,0.92576945,False
sentence-t5-base,9569,Security measures for confidential medical information,1,1222,1222,Security Measures for Medical Information,0.9254745,False
sentence-t5-base,9569,Security measures for confidential medical information,2,3081,3081,Protections for Confidential Medical Information,0.9246921,False
sentence-t5-base,9569,Security measures for confidential medical information,3,9569,9569,Safety Measures for Health Information,0.9234612,True
sentence-t5-base,9703,Project management workflow issues needing integration updates,1,9703,9703,Update Assistance Required,0.9204296,True
sentence-t5-base,9703,Project management workflow issues needing integration updates,2,4491,4491,Request for Assistance with Workflow Update,0.9151249,False
sentence-t5-base,9703,Project management workflow issues needing integration updates,3,6951,6951,Update Assistance,0.91027814,False
sentence-t5-base,9789,Request to revise maintenance schedule to reduce peak hour downtime,1,102,102,Request for Enhancing Maintenance Schedule for Better Performance,0.91651595,False
sentence-t5-base,9789,Request to revise maintenance schedule to reduce peak hour downtime,2,9789,9789,Request to Improve Maintenance Schedule for Enhanced Performance,0.9145485,True
sentence-t5-base,9789,Request to revise maintenance schedule to reduce peak hour downtime,3,10559,10559,request update on maintenance schedule,0.8544239,False
sentence-t5-base,9929,Securing medical data through Smart-Steckdose QuickBooks integration,1,9929,9929,Insight on Safeguarding Medical Data with Smart-Steckdose QuickBooks,0.94887924,True
sentence-t5-base,9929,Securing medical data through Smart-Steckdose QuickBooks integration,2,3470,3470,Securing Medical Data on QuickBooks Online,0.91226393,False
sentence-t5-base,9929,Securing medical data through Smart-Steckdose QuickBooks integration,3,10521,10521,Security Protocols for QuickBooks Online Medical Data,0.90031946,False
sentence-t5-base,10090,Web traffic decline possibly from algorithm change,1,4076,4076,Issue with Website Traffic,0.9215474,False
sentence-t5-base,10090,Web traffic decline possibly from algorithm change,2,5342,5342,Problem with Website Traffic,0.9171351,False
sentence-t5-base,10090,Web traffic decline possibly from algorithm change,3,10090,10090,Traffic Support Issue,0.9145069,True
sentence-t5-base,10092,Underperforming marketing campaigns despite adjustments,1,4627,4627,Issues with Underperforming Marketing Campaigns Affecting Growth,0.93066883,False
sentence-t5-base,10092,Underperforming marketing campaigns despite adjustments,2,1432,1432,Marketing Campaigns Performance Concerns,0.9269453,False
sentence-t5-base,10092,Underperforming marketing campaigns despite adjustments,3,10391,10391,Concerns About Underperforming Marketing Campaigns,0.92426026,False
sentence-t5-base,10149,Online engagement decrease despite marketing efforts,1,9248,9248,Reduced Participation in Marketing Efforts,0.92802346,False
sentence-t5-base,10149,Online engagement decrease despite marketing efforts,2,268,268,Support for Marketing Firms,0.92596436,False
sentence-t5-base,10149,Online engagement decrease despite marketing efforts,3,3473,3473,Problem with Decline in Digital Engagement,0.92571926,False
sentence-t5-base,10181,Investment optimization using data analytics tools inquiry,1,8990,8990,Suggested Data Analytics Tools for Investment Optimization,0.9614279,False
sentence-t5-base,10181,Investment optimization using data analytics tools inquiry,2,1779,1779,Exploring Data Analytics Tools for Investment Optimization,0.95381236,False
sentence-t5-base,10181,Investment optimization using data analytics tools inquiry,3,7288,7288,Investment Data Analysis Tools Inquiry,0.9512964,False
sentence-t5-base,10479,Data import failure due to file format issues,1,4739,4739,Data Import Issue Encountered Today,0.9421703,False
sentence-t5-base,10479,Data import failure due to file format issues,2,2649,2649,Data Import Met with Challenges Today,0.9391585,False
sentence-t5-base,10479,Data import failure due to file format issues,3,8458,8458,Failed Data Import Today,0.9387691,False
sentence-t5-base,10588,Security protocols for OLED monitors in medical facilities,1,9447,9447,Security Protocols for OLED Monitors in Healthcare,0.92886794,False
sentence-t5-base,10588,Security protocols for OLED monitors in medical facilities,2,10588,10588,Security Protocols for OLED Monitors in Medical Environments,0.9167037,True
sentence-t5-base,10588,Security protocols for OLED monitors in medical facilities,3,8387,8387,Securing Medical Data in BenQ TK850 Hospital Settings,0.8958181,False
sentence-t5-base,10745,Occasional login failures on project platform,1,10745,10745,Login Failure on Project Platform,0.9703442,True
sentence-t5-base,10745,Occasional login failures on project platform,2,636,636,Login Issues on Project Platform,0.95583427,False
sentence-t5-base,10745,Occasional login failures on project platform,3,1177,1177,Trouble with Login in Project Platform,0.9050573,False
sentence-t5-base,10862,System data breach with subsequent security updates,1,10164,10164,Data Incident,0.90489984,False
sentence-t5-base,10862,System data breach with subsequent security updates,2,10407,10407,Urgent Reporting of Significant Data Breach Event,0.90422165,False
sentence-t5-base,10862,System data breach with subsequent security updates,3,6751,6751,Potential Data Breach Concern,0.9020309,False
stsb-roberta-large,157,Inconsistencies in investment analytics dashboard data,1,5435,5435,Problem with Investment Analytics Dashboard Data,0.8447601,False
stsb-roberta-large,157,Inconsistencies in investment analytics dashboard data,2,875,875,Problem with Data Consistency,0.8389741,False
stsb-roberta-large,157,Inconsistencies in investment analytics dashboard data,3,10259,10259,Troubleshooting Investment Analytics Problems,0.79476136,False
stsb-roberta-large,448,"Integration issues between Smart-Gartenbewässerung, Slack and Elasticsearch",1,448,448,Smart Home Systems,0.67146164,True
stsb-roberta-large,448,"Integration issues between Smart-Gartenbewässerung, Slack and Elasticsearch",2,1496,1496,Problem with Smart Garagentoröffner Integration,0.55434424,False
stsb-roberta-large,448,"Integration issues between Smart-Gartenbewässerung, Slack and Elasticsearch",3,8259,8259,Details on Integrating WooCommerce Platform,0.5215765,False
stsb-roberta-large,636,Users experiencing occasional login difficulties on project platform,1,636,636,Login Issues on Project Platform,0.9737008,True
stsb-roberta-large,636,Users experiencing occasional login difficulties on project platform,2,10745,10745,Login Failure on Project Platform,0.96163243,False
stsb-roberta-large,636,Users experiencing occasional login difficulties on project platform,3,4493,4493,Problem with Login Access After Recent System Updates,0.75731707,False
stsb-roberta-large,674,Urgent data breach affecting medical records,1,9148,9148,Incident of Data Breach in Hospital IT Systems,0.8356441,False
stsb-roberta-large,674,Urgent data breach affecting medical records,2,6998,6998,Urgent: Assistance Required for Data Breach,0.80466723,False
stsb-roberta-large,674,Urgent data breach affecting medical records,3,2897,2897,Notification of Possible Data Breach,0.7996582,False
stsb-roberta-large,689,Encryption failure due to software problems,1,8475,8475,Encryption failure occurred unexpectedly,0.898304,False
stsb-roberta-large,689,Encryption failure due to software problems,2,689,689,Support Required for Data Encryption Malfunction,0.8767226,True
stsb-roberta-large,689,Encryption failure due to software problems,3,1066,1066,Data encryption encountered an unexpected problem,0.85079324,False
stsb-roberta-large,790,Digital strategies for brand expansion inquiry,1,4190,4190,Digital Strategies to Enhance Brand Expansion,0.9114039,False
stsb-roberta-large,790,Digital strategies for brand expansion inquiry,2,1111,1111,Expansion Strategies,0.90036774,False
stsb-roberta-large,790,Digital strategies for brand expansion inquiry,3,9028,9028,Strategies for Boosting Brand Expansion and Innovation,0.8922725,False
stsb-roberta-large,1195,Suspected security breach with unauthorized medical data access,1,8857,8857,Hospital System Issue,0.8463286,False
stsb-roberta-large,1195,Suspected security breach with unauthorized medical data access,2,3169,3169,Unauthorised Entry into Medical Systems,0.8459272,False
stsb-roberta-large,1195,Suspected security breach with unauthorized medical data access,3,2074,2074,Concerning Data Security Incident,0.8356534,False
stsb-roberta-large,1372,Persistent login problem despite cache clearing,1,1177,1177,Trouble with Login in Project Platform,0.81355226,False
stsb-roberta-large,1372,Persistent login problem despite cache clearing,2,4349,4349,Support Request: Login Screen Issues Post-Passwort Update,0.6877186,False
stsb-roberta-large,1372,Persistent login problem despite cache clearing,3,9187,9187,Problem with Synchronization of Data Across Devices,0.685668,False
stsb-roberta-large,1479,Data analytics disruption after server crash,1,515,515,Problem with data analytics platform causing a crash,0.82452476,False
stsb-roberta-large,1479,Data analytics disruption after server crash,2,1127,1127,Problem with data analytics platform,0.823888,False
stsb-roberta-large,1479,Data analytics disruption after server crash,3,9117,9117,Crash Issue Involving Data Analytics Platform,0.8236196,False
stsb-roberta-large,1541,ClickUp integration causing project management delays,1,1301,1301,Project Timeline Synchronization Issues Today,0.73864985,False
stsb-roberta-large,1541,ClickUp integration causing project management delays,2,5113,5113,Project Timeline Synchronization Problems Fully Occurred Today,0.7064483,False
stsb-roberta-large,1541,ClickUp integration causing project management delays,3,6242,6242,Problem with Project Dashboard Loading,0.7056774,False
stsb-roberta-large,1754,HubSpot CRM integration compatibility issues,1,4014,4014,Inquiry About HubSpot Integration Features,0.6298506,False
stsb-roberta-large,1754,HubSpot CRM integration compatibility issues,2,7264,7264,Inquiry on HubSpot Integration Features,0.6226927,False
stsb-roberta-large,1754,HubSpot CRM integration compatibility issues,3,1754,1754,Problem with HubSpot Integration,0.61492085,True
stsb-roberta-large,1764,Investment optimization tools malfunctioning post-update,1,4205,4205,Failed Investment Models,0.8390535,False
stsb-roberta-large,1764,Investment optimization tools malfunctioning post-update,2,5261,5261,Investment System Error Identified,0.79850036,False
stsb-roberta-large,1764,Investment optimization tools malfunctioning post-update,3,7603,7603,Support for Data Issue,0.7955063,False
stsb-roberta-large,1838,Login problems possibly due to outdated credentials,1,1405,1405,Problem with Subscription Services,0.7230947,False
stsb-roberta-large,1838,Login problems possibly due to outdated credentials,2,7235,7235,Secure Login Issues Occurred Due to Outdated Software,0.6627437,False
stsb-roberta-large,1838,Login problems possibly due to outdated credentials,3,6256,6256,Incident of Unauthorised Access to Patient Billing Records,0.6562727,False
stsb-roberta-large,1864,Inquiry about secure medical data storage updates,1,5604,5604,Security protocols for medical data storage,0.78590846,False
stsb-roberta-large,1864,Inquiry about secure medical data storage updates,2,6630,6630,Data Protection Measures,0.7707695,False
stsb-roberta-large,1864,Inquiry about secure medical data storage updates,3,9385,9385,Medical Information Security,0.77029085,False
stsb-roberta-large,1904,Request for investment optimization analytics services info,1,10881,10881,Inquiry About Data Analytics Solutions for Investment Strategies Optimization,0.90384704,False
stsb-roberta-large,1904,Request for investment optimization analytics services info,2,1904,1904,Investment Data Analytics Services,0.89752495,True
stsb-roberta-large,1904,Request for investment optimization analytics services info,3,10661,10661,Guidance for Enhancing Investment Portfolio Analytics,0.8917259,False
stsb-roberta-large,1907,Magento 2.4 integration assistance for digital marketing,1,10854,10854,Query on Integrating Magento Project Management Platform,0.6682211,False
stsb-roberta-large,1907,Magento 2.4 integration assistance for digital marketing,2,1907,1907,Support Required for Magento Integration,0.6434878,True
stsb-roberta-large,1907,Magento 2.4 integration assistance for digital marketing,3,6602,6602,Support for Integrating Magento 2.4 Project Management Platform,0.62171626,False
stsb-roberta-large,1946,Keras integration documentation request for project management SaaS,1,8755,8755,Timeline Implementation,0.7160511,False
stsb-roberta-large,1946,Keras integration documentation request for project management SaaS,2,5803,5803,Support for IFTTT Integration,0.7151089,False
stsb-roberta-large,1946,Keras integration documentation request for project management SaaS,3,1946,1946,Support for Integrating Keras,0.7100487,True
stsb-roberta-large,1970,Security best practices for medical data with RapidMiner and AWS,1,1970,1970,Security Practices,0.8790523,True
stsb-roberta-large,1970,Security best practices for medical data with RapidMiner and AWS,2,2770,2770,Security Measures for Medical Data in RapidMiner and AWS Integration,0.7934737,False
stsb-roberta-large,1970,Security best practices for medical data with RapidMiner and AWS,3,5195,5195,Advice on Securing Medical Data in RapidMiner for Hospitals,0.66511,False
stsb-roberta-large,1984,Investment model producing suboptimal recommendations due to outdated data,1,1762,1762,Problem Identified in Investment Optimization Model,0.8614596,False
stsb-roberta-large,1984,Investment model producing suboptimal recommendations due to outdated data,2,3263,3263,Detected Inaccurate Investment Projections,0.8395548,False
stsb-roberta-large,1984,Investment model producing suboptimal recommendations due to outdated data,3,9564,9564,Detected Inaccuracies in Investment Forecasts,0.8370466,False
stsb-roberta-large,2001,Campaign data vanished after Node.js update,1,3913,3913,Support for Investment Analytics Issues,0.61050266,False
stsb-roberta-large,2001,Campaign data vanished after Node.js update,2,9594,9594,Problem With Campaign Data Display,0.57528603,False
stsb-roberta-large,2001,Campaign data vanished after Node.js update,3,5582,5582,Problems with Campaign Launch,0.5752337,False
stsb-roberta-large,2040,Request for advanced data visualization tool upgrades,1,2040,2040,Request for Advanced Data Visualization Tool Upgrades,0.90191174,True
stsb-roberta-large,2040,Request for advanced data visualization tool upgrades,2,8279,8279,Enhancement Request for Advanced Data Visualization Tools,0.8914298,False
stsb-roberta-large,2040,Request for advanced data visualization tool upgrades,3,2954,2954,Boost Investment in Data Analytics Tools Optimization,0.82557756,False
stsb-roberta-large,2164,Connectivity problems with project management SaaS solution,1,2689,2689,Project Timelines in SaaS,0.7908789,False
stsb-roberta-large,2164,Connectivity problems with project management SaaS solution,2,371,371,Detailed Information on Scalable Project Management Solutions,0.74067986,False
stsb-roberta-large,2164,Connectivity problems with project management SaaS solution,3,5803,5803,Support for IFTTT Integration,0.7324585,False
stsb-roberta-large,2187,Ad campaign underperformance due to targeting errors,1,3105,3105,Ad Campaign Performance,0.8613483,False
stsb-roberta-large,2187,Ad campaign underperformance due to targeting errors,2,7134,7134,Marketing Campaign Engagement Rates Remain Subpar,0.86058736,False
stsb-roberta-large,2187,Ad campaign underperformance due to targeting errors,3,5134,5134,Requirement for Campaign Assistance,0.82571757,False
stsb-roberta-large,2204,Login difficulties following system update,1,9298,9298,Problem with login system for account,0.84796906,False
stsb-roberta-large,2204,Login difficulties following system update,2,10664,10664,Problem with Login System for Account,0.8367948,False
stsb-roberta-large,2204,Login difficulties following system update,3,2204,2204,Facing Login Problems Post-Recent Upgrade,0.8264836,True
stsb-roberta-large,2546,Billing problem with subscription renewal,1,2546,2546,Renewal Subscription Issue,0.8837271,True
stsb-roberta-large,2546,Billing problem with subscription renewal,2,4546,4546,Concerns Regarding Subscription Billing Services,0.80472064,False
stsb-roberta-large,2546,Billing problem with subscription renewal,3,683,683,Problem Related to Billing,0.73966724,False
stsb-roberta-large,2597,Security measures recommendation for hospital patient data,1,3305,3305,Security Protocols for Medical Data in Hospital Environments,0.84638405,False
stsb-roberta-large,2597,Security measures recommendation for hospital patient data,2,10613,10613,Security Protocols for Medical Data in Hospital IT Systems,0.84522986,False
stsb-roberta-large,2597,Security measures recommendation for hospital patient data,3,2566,2566,Enhanced Security Measures for Medical Data,0.8351117,False
stsb-roberta-large,2715,Decline in brand engagement despite digital strategies,1,2190,2190,Decline in Digital Brand Engagement Observed,0.84520507,False
stsb-roberta-large,2715,Decline in brand engagement despite digital strategies,2,886,886,Problem with Digital Campaigns,0.780959,False
stsb-roberta-large,2715,Decline in brand engagement despite digital strategies,3,6546,6546,Declining Engagement on the Platform,0.78072965,False
stsb-roberta-large,2784,Data analytics dashboard unexpected crash,1,6121,6121,Investment Data Analytics Dashboard Encountered an Unexpected Crash Today,0.6617256,False
stsb-roberta-large,2784,Data analytics dashboard unexpected crash,2,3484,3484,Report on Software Data Crash,0.6459329,False
stsb-roberta-large,2784,Data analytics dashboard unexpected crash,3,6263,6263,Report on Crash,0.6038281,False
stsb-roberta-large,2915,Client engagement rates decrease in marketing agency,1,4101,4101,Support for Marketing Agency's Decline in Engagement,0.86369646,False
stsb-roberta-large,2915,Client engagement rates decrease in marketing agency,2,2991,2991,Marketing Firm Noticing Recent Drop in Engagement Indicators,0.8606564,False
stsb-roberta-large,2915,Client engagement rates decrease in marketing agency,3,5843,5843,Marketing Firm Noticing Reduction in Engagement Measures Lately,0.8453896,False
stsb-roberta-large,3006,Digital brand growth strategies inquiry,1,4190,4190,Digital Strategies to Enhance Brand Expansion,0.8646922,False
stsb-roberta-large,3006,Digital brand growth strategies inquiry,2,9028,9028,Strategies for Boosting Brand Expansion and Innovation,0.8640026,False
stsb-roberta-large,3006,Digital brand growth strategies inquiry,3,885,885,Strategies for Brand Growth,0.86091965,False
stsb-roberta-large,3035,Request for SaaS platform integration enhancements,1,6544,6544,Request for updating project management tools,0.7840985,False
stsb-roberta-large,3035,Request for SaaS platform integration enhancements,2,5148,5148,Problem with SaaS Platform Integration,0.7790483,False
stsb-roberta-large,3035,Request for SaaS platform integration enhancements,3,2947,2947,"Request for Information on SaaS Features, Project Management, and Scalability Options",0.7526788,False
stsb-roberta-large,3157,Router connection issues affecting multiple applications,1,2706,2706,Router Connectivity Problems,0.7678081,False
stsb-roberta-large,3157,Router connection issues affecting multiple applications,2,3157,3157,Problems with Router Connection,0.68398607,True
stsb-roberta-large,3157,Router connection issues affecting multiple applications,3,10265,10265,Problems with Network Connectivity,0.58967906,False
stsb-roberta-large,3337,Multiple integrations failing after Docker updates,1,10887,10887,Assistance Needed for IFTTT Docker Integration,0.818406,False
stsb-roberta-large,3337,Multiple integrations failing after Docker updates,2,461,461,Problem with Docker Update,0.8054673,False
stsb-roberta-large,3337,Multiple integrations failing after Docker updates,3,659,659,Problem with Data Analytics Software,0.79376817,False
stsb-roberta-large,3389,Campaign metrics not updating due to API issues,1,4066,4066,Problem with Campaign Metrics Tracking Due to API Integration Issue,0.7988593,False
stsb-roberta-large,3389,Campaign metrics not updating due to API issues,2,5789,5789,Issue with Campaign Metrics,0.7530178,False
stsb-roberta-large,3389,Campaign metrics not updating due to API issues,3,3037,3037,Issues with Campaign Metrics Tracking,0.752329,False
